subject,topic,topic_subject_label,topic_grade,subtopic,learning_objective,learning_objective_code,is_current_version,question_question_type,question_lifecycle_status,question_retired_at,question_difficulty_band,question_difficulty_rating,question_bloom_level,question_usage_type,question_keywords,question_created_at,question_updated_at,question_grade_level,question_input_type,version_version_number,version_prompt,version_options,version_correct_answer,version_model_answer,version_explanation,version_payload,version_time_allocated_ms,version_created_at
math,Vedic Mathematics,math,grade 1,Mental Addition Tricks,Explain and apply a Vedic shortcut to check sums,T395.S1.L2,true,mcq,active,,medium,3.0,analyze,diagnostic,[],2026-05-21T11:18:07.661Z,2026-05-21T11:18:07.771Z,grade 1,,1,Use the digit sum trick and usual addition to check whether 38 + 11 = 50 is correct. Which statement is true?,"[{""text"":""It is correct because 38 + 11 = 50 and the check agrees."",""correct"":false},{""text"":""It is false because the true total is 49, and the digit sum check gives 38 → 11 → 2, 11 → 2, 2 + 2 = 4, but 50 → 5."",""correct"":true},{""text"":""It is false because 38 → 3 and 11 → 1, so 3 + 1 = 4."",""correct"":false},{""text"":""It is true because 50 ends in 0, so it must be right."",""correct"":false}]","It is false because the true total is 49, and the digit sum check gives 38 → 11 → 2, 11 → 2, 2 + 2 = 4, but 50 → 5.",,"Add first: 38 + 11 = 49, not 50. For the digit sum check, 38 gives 3 + 8 = 11, then 2. The number 11 gives 1 + 1 = 2. Then 2 + 2 = 4. But 50 gives 5 + 0 = 5. Since 4 and 5 do not match, 50 fails the check. So the second option is correct. The other options use wrong digit sums or reasons that do not prove the answer.","{""focus"":""error_correction"",""grade"":1,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Mental Addition Tricks"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q157"",""learning_objective"":""Students can explain and apply a Vedic shortcut to check sums""}",,2026-05-21T11:18:07.729Z
math,Vedic Mathematics,math,grade 1,Mental Addition Tricks,Explain and apply a Vedic shortcut to check sums,T395.S1.L2,true,mcq,active,,medium,2.0,apply,diagnostic,[],2026-05-21T11:18:07.661Z,2026-05-21T11:18:07.774Z,grade 1,,1,Choose the correct result for 26 + 15 after adding first and then checking with digit sums for a box of crayons.,"[{""text"":""40"",""correct"":false},{""text"":""41"",""correct"":true},{""text"":""42"",""correct"":false},{""text"":""43"",""correct"":false}]",41,,"Great job! 26 + 15 = 41. Check: 26 gives 8 and 15 gives 6. Then 8 + 6 = 14, and 1+4=5. The answer 41 also gives 5.","{""focus"":""multi_step_application"",""grade"":1,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Mental Addition Tricks"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q156"",""learning_objective"":""Students can explain and apply a Vedic shortcut to check sums""}",,2026-05-21T11:18:07.729Z
math,Vedic Mathematics,math,grade 1,Mental Addition Tricks,Explain and apply a Vedic shortcut to check sums,T395.S1.L2,true,mcq,active,,medium,3.0,evaluate,diagnostic,[],2026-05-21T11:18:07.728Z,2026-05-21T11:18:07.826Z,grade 1,,1,A bear keeps 37 honey drops in one pot and 12 in another. A label says 49 drops. Choose the best answer after using addition and the digit sum trick.,"[{""text"":""The label is right because 37 + 12 = 49 and the digit sums match."",""correct"":true},{""text"":""The label is wrong because the total is 48."",""correct"":false},{""text"":""The label is wrong because 49 has digit sum 3."",""correct"":false},{""text"":""The label is right only because 3 + 7 = 10."",""correct"":false}]",The label is right because 37 + 12 = 49 and the digit sums match.,,"Excellent! 37 + 12 = 49. Check: 37 gives 10 then 1, and 12 gives 3. Then 1 + 3 = 4. The answer 49 gives 13 then 4, so it checks.","{""focus"":""context_interpretation"",""grade"":1,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Mental Addition Tricks"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q158"",""learning_objective"":""Students can explain and apply a Vedic shortcut to check sums""}",,2026-05-21T11:18:07.765Z
math,Vedic Mathematics,math,grade 1,Mental Addition Tricks,Explain and apply a Vedic shortcut to check sums,T395.S1.L2,true,mcq,active,,medium,3.0,analyze,diagnostic,[],2026-05-21T11:18:07.728Z,2026-05-21T11:18:07.827Z,grade 1,,1,Look at the checked sums for 45 + 13. One card shows 58. Another card shows 59. Choose the answer that is right and also passes the digit sum check.,"[{""text"":""58"",""correct"":true},{""text"":""59"",""correct"":false},{""text"":""Both cards are right"",""correct"":false},{""text"":""Neither card is right"",""correct"":false}]",58,,"You did it! 45 + 13 = 58. For the check: 45 gives 9 and 13 gives 4. Then 9 + 4 = 13, and 1+3=4. The answer 58 also gives 13 then 4.","{""focus"":""compare_or_judge"",""grade"":1,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Mental Addition Tricks"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q159"",""learning_objective"":""Students can explain and apply a Vedic shortcut to check sums""}",,2026-05-21T11:18:07.766Z
math,Vedic Mathematics,math,grade 1,Mental Addition Tricks,Explain and apply a Vedic shortcut to check sums,T395.S1.L2,true,mcq,active,,medium,3.0,understand,diagnostic,[],2026-05-21T11:18:07.728Z,2026-05-21T11:18:07.831Z,grade 1,,1,Choose the method that correctly uses digit sums to check 46 + 12 = 58 in a toy train game.,"[{""text"":""Use 4+6=10 then 1, and 1+2=3. Then 1+3=4. The answer 58 gives 5+8=13 then 4, so it checks."",""correct"":true},{""text"":""Use 46+12=58, so the digit sum trick is to stop there."",""correct"":false},{""text"":""Use 6+2=8, so any answer ending in 8 checks."",""correct"":false},{""text"":""Use 4+6+1+2=13, so the answer must be 13."",""correct"":false}]","Use 4+6=10 then 1, and 1+2=3. Then 1+3=4. The answer 58 gives 5+8=13 then 4, so it checks.",,"Great work! The first method is the right way. Each number is turned into a small digit sum, then both sides are compared. Both sides give 4, so 58 checks.","{""focus"":""representation_translation"",""grade"":1,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Mental Addition Tricks"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q160"",""learning_objective"":""Students can explain and apply a Vedic shortcut to check sums""}",,2026-05-21T11:18:07.770Z
math,Vedic Mathematics,math,grade 1,Mental Addition Tricks,Explain and apply a Vedic shortcut to check sums,T395.S1.L2,true,mcq,active,,hard,3.0,evaluate,diagnostic,[],2026-05-21T11:18:07.729Z,2026-05-21T11:18:07.834Z,grade 1,,1,Use usual addition and the digit sum trick to judge the claim 34 + 27 = 52. Which statement is correct?,"[{""text"":""The sum is wrong because the digit sum check fails."",""correct"":false},{""text"":""The check passes, so 52 must be correct."",""correct"":false},{""text"":""The check passes, but 34 + 27 is really 61, so 52 is still not correct."",""correct"":true},{""text"":""The check fails because 3 + 4 + 2 + 7 = 16 and 5 + 2 = 8."",""correct"":false}]","The check passes, but 34 + 27 is really 61, so 52 is still not correct.",,"Add first: 34 + 27 = 61, so 52 is not the true total. Now do the digit sum check. For 34, 3 + 4 = 7. For 27, 2 + 7 = 9. Then 7 + 9 = 16, and 1 + 6 = 7. The answer 52 gives 5 + 2 = 7. So the check passes even though the total is wrong. That means the third option is correct. Option 1 is wrong because the check does not fail. Option 2 is wrong because a passing check does not always prove the answer. Option 4 is wrong because 16 should be reduced to 7, not compared directly with 8.","{""focus"":""find_the_error"",""grade"":1,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Mental Addition Tricks"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q162"",""learning_objective"":""Students can explain and apply a Vedic shortcut to check sums""}",,2026-05-21T11:18:07.774Z
math,Vedic Mathematics,math,grade 1,Mental Addition Tricks,Explain and apply a Vedic shortcut to check sums,T395.S1.L2,true,mcq,active,,hard,3.0,analyze,diagnostic,[],2026-05-21T11:18:07.769Z,2026-05-21T11:18:07.862Z,grade 1,,1,"At the toy box, 18 marbles and 24 marbles were added. One card says 42. Another card says 33. Which choice best explains which card can be right when you use both usual addition and the digit sum trick?","[{""text"":""42 only, because 18 + 24 = 42, and both 42 and 33 pass the digit sum check, but only 42 is the real total."",""correct"":true},{""text"":""33 only, because 33 has the same digit sum as 42."",""correct"":false},{""text"":""Both cards can be right, because both pass the digit sum check."",""correct"":false},{""text"":""Neither card can be right, because one wrong card means the check failed."",""correct"":false}]","42 only, because 18 + 24 = 42, and both 42 and 33 pass the digit sum check, but only 42 is the real total.",,"First add normally: 18 + 24 = 42. Now check digit sums. For 18, 1 + 8 = 9. For 24, 2 + 4 = 6. Then 9 + 6 = 15, and 1 + 5 = 6. The card 42 gives 4 + 2 = 6, so it passes. The card 33 gives 3 + 3 = 6, so it also passes the digit sum check. But only 42 is the real sum. So the first option is correct. This shows why the check is helpful but does not replace real addition.","{""focus"":""multi_constraint_problem"",""grade"":1,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Mental Addition Tricks"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q163"",""learning_objective"":""Students can explain and apply a Vedic shortcut to check sums""}",,2026-05-21T11:18:07.830Z
math,Vedic Mathematics,math,grade 1,Mental Addition Tricks,Explain and apply a Vedic shortcut to check sums,T395.S1.L2,true,mcq,active,,hard,3.0,analyze,diagnostic,[],2026-05-21T11:18:07.772Z,2026-05-21T11:18:07.871Z,grade 1,,1,"Look at these two checks for 26 + 17 = 44. Check A adds 2+6+1+7 to get 16, then 7. Check B adds 4+4 to get 8 and says the sum is wrong. Decide what the best judgment is.","[{""text"":""Check A is right to say the left side is 7, and Check B is right to say 44 gives 8, so the sum fails the check."",""correct"":true},{""text"":""Check A is wrong because 16 should stay 16, so the check cannot be used."",""correct"":false},{""text"":""Check B is wrong because 4+4 should become 44."",""correct"":false},{""text"":""Both checks show the sum is correct."",""correct"":false}]","Check A is right to say the left side is 7, and Check B is right to say 44 gives 8, so the sum fails the check.",,"Super job! Left side gives 2+6+1+7=16, then 1+6=7. Right side gives 4+4=8. Since 7 and 8 do not match, the sum fails the check.","{""focus"":""compare_methods"",""grade"":1,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Mental Addition Tricks"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q164"",""learning_objective"":""Students can explain and apply a Vedic shortcut to check sums""}",,2026-05-21T11:18:07.833Z
math,Vedic Mathematics,math,grade 1,Mental Addition Tricks,Explain and apply a Vedic shortcut to check sums,T395.S1.L2,true,mcq,active,,hard,3.0,evaluate,diagnostic,[],2026-05-21T11:18:07.828Z,2026-05-21T11:18:07.894Z,grade 1,,1,Use usual addition and the digit sum trick to judge the claim 46 + 18 = 55. Which statement is correct?,"[{""text"":""The check passes, so 55 is correct."",""correct"":false},{""text"":""The check fails because the left side digit sum is 1 and the right side digit sum is 1."",""correct"":false},{""text"":""The check passes, but 46 + 18 is really 64, so 55 is not the true sum."",""correct"":true},{""text"":""The check fails because 4 + 6 = 10, and you stop there."",""correct"":false}]","The check passes, but 46 + 18 is really 64, so 55 is not the true sum.",,"Add first: 46 + 18 = 64, not 55. Now check digit sums. For 46, 4 + 6 = 10, then 1. For 18, 1 + 8 = 9. Then 1 + 9 = 10, then 1. The answer 55 gives 5 + 5 = 10, then 1. So the check passes even though 55 is wrong. That makes the third option correct. Option 1 is wrong because a passing check does not always prove the total. Option 2 is wrong because if both sides are 1, then the check passes, not fails. Option 4 is wrong because digit sums must be reduced fully.","{""focus"":""find_the_error"",""grade"":1,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Mental Addition Tricks"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q167"",""learning_objective"":""Students can explain and apply a Vedic shortcut to check sums""}",,2026-05-21T11:18:07.860Z
math,Vedic Mathematics,math,grade 1,Mental Addition Tricks,Explain and apply a Vedic shortcut to check sums,T395.S1.L2,true,mcq,active,,hard,3.0,evaluate,diagnostic,[],2026-05-21T11:18:07.830Z,2026-05-21T11:18:07.913Z,grade 1,,1,Select the true statement about 29 + 22 = 60 when the digit-sum trick is used and then the real sum is found. Which answer best shows why the check alone is not enough?,"[{""text"":""The check passes, and 60 is correct."",""correct"":false},{""text"":""The check fails, because the left side gives 8 and the right side gives 6."",""correct"":false},{""text"":""The check passes, but 60 is still wrong because the real sum is 51."",""correct"":true},{""text"":""The check passes because 29 is close to 30, so 60 is correct."",""correct"":false}]","The check passes, but 60 is still wrong because the real sum is 51.",,"For 29, the digit sum is 2+9=11, then 1+1=2. For 22, it is 2+2=4. Then 2+4=6. The answer 60 has digit sum 6+0=6, so the check passes. But real addition gives 29+22=51, not 60. This shows why the digit-sum trick is only a check and not full proof. So the correct statement is that the check passes, but 60 is still wrong because the real sum is 51.","{""focus"":""find_the_error"",""grade"":1,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Mental Addition Tricks"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q177"",""learning_objective"":""Students can explain and apply a Vedic shortcut to check sums""}",,2026-05-21T11:18:07.862Z
math,Vedic Mathematics,math,grade 1,Mental Addition Tricks,Explain and apply a Vedic shortcut to check sums,T395.S1.L2,true,mcq,active,,hard,3.0,evaluate,diagnostic,[],2026-05-21T11:18:07.831Z,2026-05-21T11:18:07.915Z,grade 1,,1,"For 38 + 24, one written answer is 63. Use the digit-sum trick and real addition together. Which statement is correct?","[{""text"":""The check fails, and the real sum is 62."",""correct"":true},{""text"":""The check passes, so 63 must be correct."",""correct"":false},{""text"":""The check passes, but the real sum is 62."",""correct"":false},{""text"":""The check fails, and the real sum is 63."",""correct"":false}]","The check fails, and the real sum is 62.",,"Use the digit-sum trick first. For 38, add 3 + 8 = 11, then 1 + 1 = 2. For 24, add 2 + 4 = 6. Then 2 + 6 = 8. The written answer 63 has digit sum 6 + 3 = 9, so the check fails because 8 and 9 do not match. Now do real addition: 38 + 24 = 62. So the correct statement is that the check fails, and the real sum is 62.","{""focus"":""evaluate_a_claim"",""grade"":1,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Mental Addition Tricks"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q171"",""learning_objective"":""Students can explain and apply a Vedic shortcut to check sums""}",,2026-05-21T11:18:07.868Z
math,Vedic Mathematics,math,grade 1,Mental Addition Tricks,Explain and apply a Vedic shortcut to check sums,T395.S1.L2,true,mcq,active,,hard,3.0,analyze,diagnostic,[],2026-05-21T11:18:07.833Z,2026-05-21T11:18:07.914Z,grade 1,,1,"For 32 + 16, two possible totals are 48 and 39. Which choice best explains which total is correct using usual addition and the digit sum trick?","[{""text"":""48 only, because 32 + 16 = 48, and the digit sum check gives 32 → 5, 16 → 7, 5 + 7 = 12 → 3, while 48 → 12 → 3."",""correct"":true},{""text"":""39 only, because 39 is smaller than 48 and easier to count."",""correct"":false},{""text"":""Both totals are correct because 48 and 39 both have digit sum 3."",""correct"":false},{""text"":""Neither total is correct because 3 + 2 + 1 + 6 = 12."",""correct"":false}]","48 only, because 32 + 16 = 48, and the digit sum check gives 32 → 5, 16 → 7, 5 + 7 = 12 → 3, while 48 → 12 → 3.",,"First use real addition: 32 + 16 = 48. Now check with digit sums. The digit sum of 32 is 3 + 2 = 5. The digit sum of 16 is 1 + 6 = 7. Then 5 + 7 = 12, and 1 + 2 = 3. The number 48 gives 4 + 8 = 12, then 3, so it matches the check. The number 39 also gives 3 + 9 = 12, then 3, so it passes the check too, but it is not the true total. So the correct explanation must say that 48 is right because it is the real sum and it also passes the digit sum check. That is why the first option is best.","{""focus"":""multi_constraint_problem"",""grade"":1,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Mental Addition Tricks"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q168"",""learning_objective"":""Students can explain and apply a Vedic shortcut to check sums""}",,2026-05-21T11:18:07.869Z
math,Vedic Mathematics,math,grade 1,Mental Addition Tricks,Explain and apply a Vedic shortcut to check sums,T395.S1.L2,true,mcq,active,,hard,3.0,analyze,diagnostic,[],2026-05-21T11:18:07.834Z,2026-05-21T11:18:07.917Z,grade 1,,1,"For 27 + 35, two answers are shown: 62 and 53. Use real addition and the digit-sum check together. Which statement is correct?","[{""text"":""62 is the real sum, and both 62 and 53 pass the digit-sum check."",""correct"":true},{""text"":""53 is the real sum because it passes the digit-sum check."",""correct"":false},{""text"":""62 fails the digit-sum check, so neither answer can be right."",""correct"":false},{""text"":""Only 53 passes the digit-sum check."",""correct"":false}]","62 is the real sum, and both 62 and 53 pass the digit-sum check.",,"First do the digit-sum check. The digit sum of 27 is 2 + 7 = 9. The digit sum of 35 is 3 + 5 = 8. Then 9 + 8 = 17, and 1 + 7 = 8. So a checked answer should reduce to 8. The number 62 gives 6 + 2 = 8, so it passes. The number 53 gives 5 + 3 = 8, so it also passes. Now use real addition: 27 + 35 = 62. So 62 is the true sum. This shows that the digit-sum check can help, but it does not prove that 53 is correct.","{""focus"":""compare_methods"",""grade"":1,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Mental Addition Tricks"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q169"",""learning_objective"":""Students can explain and apply a Vedic shortcut to check sums""}",,2026-05-21T11:18:07.871Z
math,Vedic Mathematics,math,grade 1,Mental Addition Tricks,Explain and apply a Vedic shortcut to check sums,T395.S1.L2,true,mcq,active,,hard,3.0,evaluate,diagnostic,[],2026-05-21T11:18:07.868Z,2026-05-21T11:18:08.057Z,grade 1,,1,Decide which claim about 12 + 39 = 42 is true.,"[{""text"":""The check passes, so 42 is right."",""correct"":false},{""text"":""The check fails, because the left side gives 6 and the right side gives 6."",""correct"":false},{""text"":""The check passes, but the real sum is 51, so 42 is wrong."",""correct"":true},{""text"":""The check fails, because 1+2 is 12."",""correct"":false}]","The check passes, but the real sum is 51, so 42 is wrong.",,"Excellent! 12 gives 3 and 39 gives 3, then 3+3=6. The answer 42 also gives 6. But 12 + 39 is really 51, so the check passes even though the answer is wrong.","{""focus"":""find_the_error"",""grade"":1,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Mental Addition Tricks"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q182"",""learning_objective"":""Students can explain and apply a Vedic shortcut to check sums""}",,2026-05-21T11:18:07.915Z
math,Vedic Mathematics,math,grade 1,Mental Addition Tricks,Explain and apply a Vedic shortcut to check sums,T395.S1.L2,true,mcq,active,,hard,3.0,evaluate,diagnostic,[],2026-05-21T11:18:07.870Z,2026-05-21T11:18:08.059Z,grade 1,,1,Choose the sentence that is correct about checking 27 + 24 = 60.,"[{""text"":""The check passes, and the answer is correct."",""correct"":false},{""text"":""The check fails, because the left side gives 6 and the right side gives 6."",""correct"":false},{""text"":""The check passes, but the real sum is 51, so 60 is wrong."",""correct"":true},{""text"":""The check fails, because 27 is more than 24."",""correct"":false}]","The check passes, but the real sum is 51, so 60 is wrong.",,"You are doing great! 27 gives 9 and 24 gives 6, then 9+6=15, then 6. The answer 60 also gives 6. But 27 + 24 is really 51.","{""focus"":""find_the_error"",""grade"":1,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Mental Addition Tricks"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q187"",""learning_objective"":""Students can explain and apply a Vedic shortcut to check sums""}",,2026-05-21T11:18:07.916Z
math,Vedic Mathematics,math,grade 1,Mental Addition Tricks,Explain and apply a Vedic shortcut to check sums,T395.S1.L2,true,mcq,active,,hard,4.0,analyze,diagnostic,[],2026-05-21T11:18:07.872Z,2026-05-21T11:18:08.063Z,grade 1,,1,Choose the method that correctly checks 38 + 27 = 65 in a sticker game.,"[{""text"":""Add 38 + 27 to get 65. Then use digit sums: 3+8=11 then 2, 2+7=9, and 6+5=11 then 2. Since 2+9=11 then 2, the check matches."",""correct"":true},{""text"":""Add 3+8+2+7 to get 20, so the answer must be 20."",""correct"":false},{""text"":""Use only the answer digits: 6+5=11 then 2, so the sum is correct."",""correct"":false},{""text"":""Check 38 by 3+8=11 and stop at 11, then compare 11 with 65."",""correct"":false}]","Add 38 + 27 to get 65. Then use digit sums: 3+8=11 then 2, 2+7=9, and 6+5=11 then 2. Since 2+9=11 then 2, the check matches.",,"Great job! The full method is best. 38 gives 2, 27 gives 9, and 2+9=11 then 2. The answer 65 also gives 2, so the check works.","{""focus"":""compare_methods"",""grade"":1,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Mental Addition Tricks"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q165"",""learning_objective"":""Students can explain and apply a Vedic shortcut to check sums""}",,2026-05-21T11:18:07.918Z
math,Vedic Mathematics,math,grade 1,Mental Addition Tricks,Explain and apply a Vedic shortcut to check sums,T395.S1.L2,true,mcq,active,,hard,3.0,evaluate,diagnostic,[],2026-05-21T11:18:07.874Z,2026-05-21T11:18:08.064Z,grade 1,,1,"Look at the two check methods for 42 + 29 = 71. Method A adds 4 + 2 + 2 + 9 to get 17, then 8, and compares it to 7 + 1 = 8. Method B says 42 + 29 = 61. Which choice is best?","[{""text"":""Only Method A is right."",""correct"":false},{""text"":""Only Method B is right."",""correct"":false},{""text"":""Both methods are right, and they agree that 71 is correct."",""correct"":false},{""text"":""Method A is right, but Method B is wrong because 42 + 29 really equals 71."",""correct"":true}]","Method A is right, but Method B is wrong because 42 + 29 really equals 71.",,"Method A is correct. The digit sum of 42 + 29 is 4 + 2 + 2 + 9 = 17, then 1 + 7 = 8. The digit sum of 71 is 7 + 1 = 8, so the check matches. But Method B is wrong because 42 + 29 is not 61. Adding correctly gives 71. So the best choice is that Method A is right, but Method B is wrong because the real sum is 71.","{""focus"":""compare_methods"",""grade"":1,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Mental Addition Tricks"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q194"",""learning_objective"":""Students can explain and apply a Vedic shortcut to check sums""}",,2026-05-21T11:18:07.919Z
math,Vedic Mathematics,math,grade 1,Mental Addition Tricks,Explain and apply a Vedic shortcut to check sums,T395.S1.L2,true,mcq,active,,hard,3.0,analyze,diagnostic,[],2026-05-21T11:18:07.872Z,2026-05-21T11:18:08.064Z,grade 1,,1,"Choose the correct result for this puppy treat check. The sum 47 + 26 was written as 64. Using the digit-sum trick and the real total, which answer should be chosen instead?","[{""text"":""64, because 4+7+2+6 makes 19 and 1+9 makes 10"",""correct"":false},{""text"":""73, because the digit-sum check matches and 47 + 26 really is 73"",""correct"":true},{""text"":""71, because 7+1 makes 8 like the left side"",""correct"":false},{""text"":""74, because 4+7+2+6 makes 19 and 1+9 makes 9"",""correct"":false}]","73, because the digit-sum check matches and 47 + 26 really is 73",,"Nice checking! Left side digit sum is 4+7+2+6=19, then 1+9=10, then 1. The real sum is 73, and 7+3=10, then 1. So 73 is the good choice.","{""focus"":""multi_constraint_problem"",""grade"":1,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Mental Addition Tricks"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q191"",""learning_objective"":""Students can explain and apply a Vedic shortcut to check sums""}",,2026-05-21T11:18:07.919Z
math,Vedic Mathematics,math,grade 1,Mental Addition Tricks,Explain and apply a Vedic shortcut to check sums,T395.S1.L2,true,mcq,active,,hard,3.0,analyze,diagnostic,[],2026-05-21T11:18:07.873Z,2026-05-21T11:18:08.063Z,grade 1,,1,Compare the two answers for 31 + 29. One answer is 60. The other is 51. Decide which one passes the digit-sum check and is also the true total.,"[{""text"":""60 only"",""correct"":true},{""text"":""51 only"",""correct"":false},{""text"":""Both answers"",""correct"":false},{""text"":""Neither answer"",""correct"":false}]",60 only,,"Excellent! 31 + 29 = 60. The digit sums are 4 and 2, then 6. And 60 gives 6 too. The answer 51 also gives 6, but it is not the real total.","{""focus"":""compare_methods"",""grade"":1,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Mental Addition Tricks"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q189"",""learning_objective"":""Students can explain and apply a Vedic shortcut to check sums""}",,2026-05-21T11:18:07.919Z
math,Vedic Mathematics,math,grade 1,Mental Addition Tricks,Explain and apply a Vedic shortcut to check sums,T395.S1.L2,true,mcq,active,,hard,3.0,analyze,diagnostic,[],2026-05-21T11:18:07.873Z,2026-05-21T11:18:08.065Z,grade 1,,1,"Choose the correct result for this candy jar check. The sum 68 + 15 was written as 74. Using the digit-sum trick, what is the first big problem?","[{""text"":""The left side digit sum is 2, but 74 has digit sum 2, so there is no problem."",""correct"":false},{""text"":""The left side digit sum is 11, so the answer must be 11."",""correct"":false},{""text"":""The digit-sum check does not match, because 68 + 15 gives left side digit sum 2, but 74 gives 11 then 2, so the check matches; the real problem is that 68 + 15 is 83, not 74."",""correct"":true},{""text"":""The answer 74 is right because 6+8 is 14 and 1+5 is 6."",""correct"":false}]","The digit-sum check does not match, because 68 + 15 gives left side digit sum 2, but 74 gives 11 then 2, so the check matches; the real problem is that 68 + 15 is 83, not 74.",,"Nice careful checking! Left side digit sum is 6+8+1+5=20, then 2. Answer 74 has 7+4=11, then 2, so the check matches. But the real sum is 83, not 74. The check is only a check, not full proof.","{""focus"":""find_the_error"",""grade"":1,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Mental Addition Tricks"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q196"",""learning_objective"":""Students can explain and apply a Vedic shortcut to check sums""}",,2026-05-21T11:18:07.920Z
math,Vedic Mathematics,math,grade 1,Mental Addition Tricks,Explain and apply a Vedic shortcut to check sums,T395.S1.L2,true,mcq,active,,hard,3.0,evaluate,diagnostic,[],2026-05-21T11:18:07.874Z,2026-05-21T11:18:08.065Z,grade 1,,1,Select the true statement about checking 58 + 17 = 66 with the digit-sum trick and real addition. Which answer best explains what happened?,"[{""text"":""The check agrees, so 66 must be right."",""correct"":false},{""text"":""The check agrees, but 66 is still wrong because the real sum is 75."",""correct"":true},{""text"":""The check does not agree, and the real sum is 75."",""correct"":false},{""text"":""The check does not agree, but 66 is still the real sum."",""correct"":false}]","The check agrees, but 66 is still wrong because the real sum is 75.",,"For 58, the digit sum is 5+8=13, then 1+3=4. For 17, it is 1+7=8. Then 4+8=12, and 1+2=3. The answer 66 has digit sum 6+6=12, then 3, so the check agrees. But real addition gives 58+17=75, not 66. So the correct statement is that the check agrees, but 66 is still wrong because the real sum is 75.","{""focus"":""evaluate_a_claim"",""grade"":1,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Mental Addition Tricks"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q192"",""learning_objective"":""Students can explain and apply a Vedic shortcut to check sums""}",,2026-05-21T11:18:07.920Z
